question_id,bad_word,question,question_sentiment_gold,answer,answer_sentiment_gold,username,
question_box_118603036261,shit,"tbh hanson, sucks we don't have classes together :-( loved the sixth grade memories it was so fun!!! and i missed talking to you!! hopefully we talk again someday, and ill see you around school.‎  tray tray",positive,I'm tired as shit sorry but I feel the same way!,positive,@its_hansonnn,
question_box_60097573166,ass,"It's actually "" Cause big dicks up yo ass is bad for yo health "" . It's from a song called Check Yo Self by Ice Cube :) Just sayingg !",positive,Lol ahh I see (x,positive,@Nilla12,
question_box_115042617442,shit,Hungry waiting for Faujia to make me food for iftar :((‎  Rakib ✨,positive,Awwww she ain't making you Shit lol,positive,@Brishty143,
question_box_122026714227,kill,lena,positive,come to the cafcan I have gumopen my lock Is there something on my face*insults me*pourkaithat's my joke you always kill the joke wait for mehe's not even hot *pulls my hair*that doesn't hurt me *laughs at the weirdest moments*excuse me could you put that away a lot of people are complaining *points at my face*isweartogod so much more buh I love her,positive,@saraa_ghb,
question_box_126604494364,stfu,I hate emma stfu,negative,k,positive,@silviahernandez_,
question_box_129588386291,cut,Do you wear cut off t's?,positive,eh,positive,@asdfghjklbrianna,
question_box_134114800550,ass,post Becky's ass on Ask,negative,she wouldn't appreciate that,positive,@jennaa_ameyy,
question_box_22961417579,die,Yea I'm weird imagine like being scared in a zombie apocalypse and ur sitting on the floor with Niall and ur head is on his chest and his head is on ur head as ur hugging and he's saying its ok I know ur afraid after watching the walking dead and seeing Lori die giving birth but I won'tletthathappen,positive,OH MY DJOSKSNDLSKZ ok i just want to crawl up & cry,positive,@forevert0rn,
question_box_128530536931,shit,Ur really tall holy shit,positive,Thankss for noticing,positive,@Jacobdrake17,
question_box_65798253857,fucking,I can't believe I have to do this all over again U BETTER FUCKING LOVE ME,positive,HAHAAHA love you(;,positive,@Raveenlovee,
question_box_107454404526,kill,What is your opinion about same gender relationships?,positive,"No problems with it. There is nothing wrong with the same gender liking each other. It's your life. You choose how you want things to happen. If you like the same gender? That's okay. People are highly against this. Why? It's not like the world is gonna end. I met this girl once and she was gonna kill herself because people were making fun of her for liking the same gender. It's her life. Her love story. She chooses how she wants to love. She loves women? Nothing bad about that. Just because people don't talk like you, act like you, dress like you, love the opposite gender like you...and you get mad about it? Screw you. The world doesn't revolve around you. Nobody is gonna do things how you want it. Society is screwed up. We need to learn to accept. Not hate.",positive,@vanessaluvsyou101,
question_box_125146692140,ass,Disrespectful ass nigga,negative,Lol Non,positive,@KingMani2,
question_box_131333385614,fuck,No mames‎  Jose Becerra,positive,Fuck up,negative,@gissell___,
question_box_130819920062,ass,Sydney,positive,sydney is my tall ass friend!!!! I've been on the same team as her since sixth grade and I'm glad!!! she hella cool and pretty!,positive,@Annabelledenisenichole,
question_box_117952183089,fucking,LMAO at that pic. But the REAL reason you don't like it is Bc you miss your friends.same. I totally understand that. II DONT FUCKING UNDERSTAND WHY WE CANT ALL GO TO THE SAME SCHOOL FOREVR. BUT YOU ARE GONNA MAKE THE BEST OF IT AND YOU ARE GONNA BE A HAPPY BABY BEARCAT OKAY?! HAPPY BABY BEARCAT. :)‎  Takaraaaa,positive,Takara youre super smart ily,positive,@Rodrigo2man,
question_box_111524921587,ass,Can I grab your ass bae<3,negative,no,positive,@asdfghjklbrianna,
question_box_128788284873,shit,It's not talking shit if it's true,positive,It's not true,positive,@strobers,
question_box_42406418560,fuck,"Ok who ever just said that shit about her you better take it back, she's too polite to say anything but I'm fucking not! Carolyn is so pretty and beautiful so fuck up!",negative,Thank you :P,positive,@Carolynnzhaoo,
question_box_110906419080,ass,What does money smell like?,positive,A stripper's ass,positive,@Gaaby_xoxo,
question_box_113440119923,stfu,Bestfriends name like 5-10,positive,Stfu,negative,@saraa_ghb,
question_box_58552113532,nigga,Henrry?,positive,He Is My Nigga Aha He Is Fun To Talk To We Have So Much Names For Each other He Thinks Barcelona Is Better Then Real Madrid Like No✋ Well Yeah,positive,@Jenniferrr87,
question_box_117015331600,fucking,Wow your so fucking hot!❤️,positive,"thanks , come off anon ?",positive,@kelseeexo,
question_box_125885475774,fuck,Well that's y he hasn't texted u all day,positive,"lmao, get the fuck off my ask.",negative,@Annabelledenisenichole,
question_box_124765258150,shit,Yooooo rae really slammed the shit out of you in the morning,positive,haha not really. she just shoved me,positive,@jennaa_ameyy,
question_box_122369808350,fucking,Hayes fucking grier,positive,Yess my future husband,positive,@JJ_Luvsya,
question_box_57501347904,nigga,nigga we was married you're just in a civil relationship,positive,I divorced yu tho ahahahha,positive,@FeiStarr,
question_box_103138761839,shit,Haha yup! Tell me about it.  I've been hearing shit for the past months now. Ha like I can still care if I want to right haha man. People thease days r jerks!‎  Jade Grabiel,positive,I totally agree! Some need to just keep their mouths shit and carry on!,positive,@Olivepanpan,
question_box_123863880302,suck,"Tbh~ J-Red! messege me for yours, kay buh bye. btw you suck :)‎  Esperanza Lopez❤️",positive,Okay dip (;,positive,@j_munk12,
question_box_130470814148,ass,Layla,positive,Ew she kissed my toe and said it tasted good and then sniffed my ass she also sniffed my arm pit and she also picks her nose,negative,@owen5023,
question_box_132555019911,fuck,If you could fuck someone from rosewood who would it be and why?,positive,Lol I'm fourteen.,positive,@LolitaMireille,
question_box_120409848080,fucking,What does that fucking mean,positive,hes my betch duh what part do you not get ?,positive,@kelseeexo,
question_box_130121098516,shit,Pap,positive,I look like shit tho,positive,@purimm,
question_box_132274620368,shit,Oh shit well ok its not him but my friend really likes her and he's like freals head over heels for her. He's a football animo like literally,positive,Oh is it nalu?,positive,@Mikaylakb,
question_box_108847064407,shit,not really.. lol‎  tayloreloy,positive,yeaah.. you were lol. don't start shit on my ask:)(:,positive,@Briannabowers,
question_box_115475191624,fuck,"means no one should fuck with it, its sacred, youre built amazing",positive,but I'm not,positive,@nicoleeiiee,
question_box_104928805613,ass,"If you could enlarge any part of your body, what would it be?",positive,my ass,positive,@shaylakiss,
question_box_103925229055,shit,It's shit* not shieeeeeeet and it's: I know how to spell. not: I know how to spell .,positive,who's this anyway?,positive,@Carlos_xD,
question_box_119144511087,fucking,U looked fucking hot today,positive,Hahaha well that's a first.,positive,@Olivepanpan,
question_box_105394450558,cut,What's the longest you've gone without a haircut?,positive,"Um, well I cut my hair to my shoulders in 5th grade and haven't gotten a haircut since then so, 3 years or so. I know, I need one, my bangs are too long",positive,@MeBeJenny,
question_box_124109251572,fucking,Pap of your photo gallery,positive,i wanna do opinions because im so fucking boredlike 5 and send your @ for an opinion (:,positive,@arsenal42__,
question_box_105416956705,shit,"You're sooooo fake, it's honestly disgusting. You talk behind everyone's back, and you're a backstabbing bitch. You're as fake as they come, and I cant wait until you get the shit beat out of you, whore.",negative,How about you confront me tomorrow in school.,positive,@Raveenlovee,
question_box_106423150974,die,Cant get real friends! U suck. I wish u would die in a fucking HOLE!,negative,Holes are gross! Eww i think I'm just gonna die the way ima die!,positive,@AngelBolden,
question_box_126029219921,fucking,fucking sister goals my sister hates me‎  amber,positive,hah not really goals,positive,@jelyntbh,
question_box_128248086179,fuck,Abby likes Zander for personality Zach for sex that's what she told me yesterday at yv,positive,"Zach tried using me and Chelsea for sex. he is a pig, and he literally needs to fuck off. he doesn't understand that i won't relent. I HELD ABBY IN MY ARMS WHEN SHE WAS A BABY. she is my responsibility and i am not letting her get used.",negative,@punkoverfunk,
question_box_122326619280,ass,"If you had to get on a 14 hour flight, who would you want to sit next to?",positive,A hot ass girl XD,positive,@HunterPiper,
question_box_109693065898,fuck,Who the fuck is rkp? not whoever you think you are. Wheres rayne? and marilyn?  I wanna butt fuck them...to death,negative,Alright,positive,@theonlysherrod,
question_box_131548256186,fuck,haha I guess‎  fuck you (:,positive,Haha ok,positive,@BradleySimpsonVEVO2,
question_box_121440620222,asshole,you're being an asshole right now,negative,"awe, thank you. I learned from the best of all....MY MOTHER!",positive,@Annabelledenisenichole,
question_box_52986418215,fuck,Have u ever had a fuck buddy,positive,No suhh,positive,@LanceGross,
question_box_116683936390,stfu,I dont know why you like Omar. He doesn't deserve you.,positive,Ugh stfu -.-,negative,@amariiexis,
question_box_126315221180,ass,asss,positive,**ass,positive,@kellyporcelloo,
question_box_113205598297,ass,I said bye cause I don't wanna talk to your ass anymore,negative,Fuckkkkkkkkk offfffff,negative,@iliannalerma,
question_box_116429820715,fucking,There is a fucking difference between loving someone and simply having a crush on them do these girs know how to tell the difference :) ? I love you I love you plz kolo 5ra and grow up :),positive,Good point but why u are saying that to me?,positive,@AEA1,
question_box_67845020502,fucking,oh nah bitch  whoever u r dont go on my main ask n talk shit if u wanna talk shit come to my face cuz u must b pussy cuz u talking shit behind a keyboard n ur on fucking on anon so bitch get a fucking life‎  Sabrina,negative,Seriously tho the neck is critical.,positive,@Destinyyyyyb,
